date,T2M,RH2M,PRECTOTCORR,division
2019-07-28,28.29,89.93,9.2,Dhaka
2019-07-29,27.99,91.11,10.34,Dhaka
2019-07-30,27.74,91.85,9.85,Dhaka
2019-07-31,28.34,90.3,11.73,Dhaka
2019-08-01,28.62,89.13,3.83,Dhaka
2019-08-02,28.27,90.23,2.74,Dhaka
2019-08-03,28.12,90.65,7.15,Dhaka
2019-08-04,29.41,87.5,5.38,Dhaka
2019-08-05,29.91,83.34,4.02,Dhaka
2019-08-06,29.22,90.45,14.4,Dhaka
2019-08-07,28.15,91.4,22.98,Dhaka
2019-08-08,28.06,91.52,46.46,Dhaka
2019-08-09,28.9,88.64,16.59,Dhaka
2019-08-10,29.64,85.61,15.63,Dhaka
2019-08-11,29.68,84.48,2.43,Dhaka
2019-08-12,28.82,91.9,13.24,Dhaka
2019-08-13,27.64,93.59,30.4,Dhaka
2019-08-14,27.73,93.88,54.01,Dhaka
2019-08-15,28.22,92.43,47.75,Dhaka
2019-08-16,28.13,92.64,12.92,Dhaka
2019-08-17,28.09,91.61,21.96,Dhaka
2019-08-18,27.68,91.46,5.12,Dhaka
2019-08-19,28.57,88.11,0.98,Dhaka
2019-08-20,28.85,86.94,0.38,Dhaka
2019-08-21,29.33,85.11,0.61,Dhaka
2019-08-22,28.94,86.47,8.11,Dhaka
2019-08-23,28.19,90.51,5.85,Dhaka
2019-08-24,27.44,93.54,10.27,Dhaka
2019-08-25,28.35,88.51,7.85,Dhaka
2019-08-26,28.24,90.0,6.87,Dhaka
2019-08-27,28.59,88.45,0.87,Dhaka
2019-08-28,28.17,91.13,0.44,Dhaka
2019-08-29,28.62,87.38,1.37,Dhaka
2019-08-30,29.25,84.17,1.61,Dhaka
2019-08-31,29.27,84.89,3.3,Dhaka
2019-09-01,29.54,86.09,16.73,Dhaka
2019-09-02,28.7,89.86,6.15,Dhaka
2019-09-03,28.69,90.28,9.86,Dhaka
2019-09-04,28.23,92.48,4.83,Dhaka
2019-09-05,28.45,90.57,4.63,Dhaka
2019-09-06,28.45,90.19,3.13,Dhaka
2019-09-07,27.98,91.78,5.72,Dhaka
2019-09-08,28.78,89.96,7.32,Dhaka
2019-09-09,29.14,88.92,5.7,Dhaka
2019-09-10,28.86,89.44,11.49,Dhaka
2019-09-11,28.92,90.24,5.77,Dhaka
2019-09-12,27.65,93.91,20.47,Dhaka
2019-09-13,27.86,91.16,25.25,Dhaka
2019-09-14,28.14,89.82,9.69,Dhaka
2019-09-15,28.74,88.35,1.69,Dhaka
2019-09-16,28.22,89.81,3.38,Dhaka
2019-09-17,28.46,86.51,8.04,Dhaka
2019-09-18,29.42,79.05,8.67,Dhaka
2019-09-19,29.8,76.57,4.04,Dhaka
2019-09-20,29.05,82.25,7.87,Dhaka
2019-09-21,29.49,79.28,2.23,Dhaka
2019-09-22,29.06,82.09,21.57,Dhaka
2019-09-23,27.68,87.49,14.76,Dhaka
2019-09-24,26.65,93.15,20.97,Dhaka
2019-09-25,25.94,92.02,18.65,Dhaka
2019-09-26,26.52,85.59,28.28,Dhaka
2019-09-27,27.07,83.25,6.5,Dhaka
2019-09-28,26.03,86.77,5.26,Dhaka
2019-09-29,25.36,87.83,21.69,Dhaka
2019-09-30,25.64,90.81,22.16,Dhaka
2019-10-01,26.6,91.72,14.85,Dhaka
2019-10-02,27.53,84.26,8.28,Dhaka
2019-10-03,27.62,86.37,7.66,Dhaka
2019-10-04,27.32,88.31,3.76,Dhaka
2019-10-05,27.4,86.12,4.75,Dhaka
2019-10-06,27.58,86.16,6.59,Dhaka
2019-10-07,26.99,88.29,6.07,Dhaka
2019-10-08,26.62,88.6,8.22,Dhaka
2019-10-09,25.72,90.3,16.84,Dhaka
2019-10-10,25.86,89.24,24.01,Dhaka
2019-10-11,27.09,83.75,7.01,Dhaka
2019-10-12,27.22,78.42,0.9,Dhaka
2019-10-13,25.99,81.67,0.0,Dhaka
2019-10-14,25.77,84.29,0.0,Dhaka
2019-10-15,27.05,80.94,0.04,Dhaka
2019-10-16,27.85,80.24,2.97,Dhaka
2019-10-17,28.0,80.42,5.14,Dhaka
2019-10-18,27.42,83.01,0.13,Dhaka
2019-10-19,26.44,84.52,0.0,Dhaka
2019-10-20,26.06,85.96,0.0,Dhaka
2019-10-21,25.98,87.46,1.31,Dhaka
2019-10-22,25.93,86.86,1.81,Dhaka
2019-10-23,24.98,83.77,3.83,Dhaka
2019-10-24,21.7,91.04,58.89,Dhaka
2019-10-25,23.18,93.55,45.79,Dhaka
2019-10-26,25.59,92.62,84.43,Dhaka
2019-10-27,24.69,90.22,7.34,Dhaka
2019-10-28,23.23,87.88,0.18,Dhaka
2019-10-29,23.35,87.61,0.0,Dhaka
2019-10-30,24.63,85.96,0.0,Dhaka
2019-10-31,24.71,85.19,0.0,Dhaka
2019-11-01,24.95,87.04,0.0,Dhaka
2019-11-02,24.9,87.07,0.0,Dhaka
2019-11-03,25.09,85.85,0.0,Dhaka
2019-11-04,25.24,84.73,0.0,Dhaka
2019-11-05,25.25,81.82,0.0,Dhaka
2019-11-06,24.16,82.45,0.0,Dhaka
2019-11-07,23.79,74.82,0.0,Dhaka
2019-11-08,23.73,88.88,2.72,Dhaka
2019-11-09,23.15,94.57,33.26,Dhaka
2019-11-10,23.0,93.68,26.92,Dhaka
2019-11-11,23.51,88.08,5.24,Dhaka
2019-11-12,23.61,84.19,0.56,Dhaka
2019-11-13,22.77,84.27,0.0,Dhaka
2019-11-14,24.25,80.09,0.0,Dhaka
2019-11-15,24.36,79.11,0.0,Dhaka
2019-11-16,23.82,82.19,0.0,Dhaka
2019-11-17,23.32,82.8,0.0,Dhaka
2019-11-18,23.14,76.98,0.0,Dhaka
2019-11-19,22.65,77.89,0.0,Dhaka
2019-11-20,21.13,79.5,0.0,Dhaka
2019-11-21,21.78,77.87,0.0,Dhaka
2019-11-22,22.4,80.32,0.0,Dhaka
2019-11-23,22.59,80.63,0.0,Dhaka
2019-11-24,22.23,80.09,0.0,Dhaka
2019-11-25,22.35,83.11,0.0,Dhaka
2019-11-26,22.76,82.35,0.0,Dhaka
2019-11-27,22.23,81.4,0.0,Dhaka
2019-11-28,23.18,78.53,0.0,Dhaka
2019-11-29,22.79,82.7,0.0,Dhaka
2019-11-30,22.08,84.59,0.0,Dhaka
2019-12-01,20.55,84.31,0.0,Dhaka
2019-12-02,19.64,81.3,0.0,Dhaka
2019-12-03,18.78,83.69,0.0,Dhaka
2019-12-04,18.91,85.67,0.0,Dhaka
2019-12-05,20.32,81.53,0.0,Dhaka
2019-12-06,20.78,82.96,0.0,Dhaka
2019-12-07,20.58,77.23,0.0,Dhaka
2019-12-08,20.97,75.74,0.0,Dhaka
2019-12-09,20.43,80.57,0.0,Dhaka
2019-12-10,19.5,82.26,0.0,Dhaka
2019-12-11,19.46,78.22,0.0,Dhaka
2019-12-12,19.11,80.47,0.0,Dhaka
2019-12-13,19.33,76.54,0.0,Dhaka
2019-12-14,19.65,78.52,0.0,Dhaka
2019-12-15,19.59,84.76,0.01,Dhaka
2019-12-16,19.06,84.14,0.0,Dhaka
2019-12-17,18.09,86.46,0.0,Dhaka
2019-12-18,15.84,86.43,0.0,Dhaka
2019-12-19,13.78,88.44,0.0,Dhaka
2019-12-20,14.37,81.49,0.0,Dhaka
2019-12-21,14.29,84.78,0.0,Dhaka
2019-12-22,14.59,84.47,0.0,Dhaka
2019-12-23,15.4,85.61,0.0,Dhaka
2019-12-24,15.24,81.25,0.0,Dhaka
2019-12-25,15.02,82.21,0.0,Dhaka
2019-12-26,16.02,81.56,1.02,Dhaka
2019-12-27,13.87,86.95,13.19,Dhaka
2019-12-28,13.29,83.02,0.79,Dhaka
2019-12-29,14.32,84.01,0.1,Dhaka
2019-12-30,15.24,83.11,0.0,Dhaka
2019-12-31,17.94,76.25,0.0,Dhaka
2020-01-01,19.95,73.21,0.0,Dhaka
2020-01-02,19.87,79.26,0.01,Dhaka
2020-01-03,17.27,91.89,38.17,Dhaka
2020-01-04,17.98,85.16,2.65,Dhaka
2020-01-05,16.33,86.72,5.46,Dhaka
2020-01-06,14.39,81.76,0.16,Dhaka
2020-01-07,14.28,80.26,0.01,Dhaka
2020-01-08,15.51,77.2,0.0,Dhaka
2020-01-09,15.37,86.54,1.58,Dhaka
2020-01-10,16.33,85.3,0.39,Dhaka
2020-01-11,14.36,86.6,0.25,Dhaka
2020-01-12,14.22,83.66,0.0,Dhaka
2020-01-13,14.55,80.49,0.0,Dhaka
2020-01-14,15.93,79.07,0.0,Dhaka
2020-01-15,17.15,79.37,0.0,Dhaka
2020-01-16,18.27,74.3,0.0,Dhaka
2020-01-17,19.68,73.75,0.0,Dhaka
2020-01-18,19.96,75.45,0.0,Dhaka
2020-01-19,19.16,83.81,0.07,Dhaka
2020-01-20,16.26,80.65,0.01,Dhaka
2020-01-21,15.12,72.35,0.0,Dhaka
2020-01-22,15.36,70.12,0.0,Dhaka
2020-01-23,16.19,74.18,0.0,Dhaka
2020-01-24,15.16,72.4,0.0,Dhaka
2020-01-25,15.53,67.47,0.0,Dhaka
2020-01-26,15.36,68.86,0.0,Dhaka
2020-01-27,15.59,71.68,0.0,Dhaka
2020-01-28,16.79,73.4,0.0,Dhaka
2020-01-29,17.31,76.3,1.33,Dhaka
2020-01-30,17.52,83.72,0.81,Dhaka
2020-01-31,17.88,76.9,0.2,Dhaka
2020-02-01,16.79,69.84,0.0,Dhaka
2020-02-02,16.62,65.24,0.0,Dhaka
2020-02-03,15.22,64.51,0.0,Dhaka
2020-02-04,15.84,62.54,0.0,Dhaka
2020-02-05,16.75,63.63,0.0,Dhaka
2020-02-06,17.24,66.53,0.0,Dhaka
2020-02-07,17.29,62.4,0.0,Dhaka
2020-02-08,17.32,66.6,0.04,Dhaka
2020-02-09,17.57,68.52,0.02,Dhaka
2020-02-10,16.11,61.8,0.16,Dhaka
2020-02-11,16.86,62.14,0.0,Dhaka
2020-02-12,16.68,61.04,0.0,Dhaka
2020-02-13,17.4,57.64,0.0,Dhaka
2020-02-14,18.69,64.98,0.0,Dhaka
2020-02-15,19.48,75.13,0.0,Dhaka
2020-02-16,20.65,67.46,0.0,Dhaka
2020-02-17,20.83,60.73,0.0,Dhaka
2020-02-18,20.83,59.66,0.0,Dhaka
2020-02-19,21.14,59.49,0.0,Dhaka
2020-02-20,21.4,57.86,0.0,Dhaka
2020-02-21,21.1,65.78,0.0,Dhaka
2020-02-22,21.88,66.95,0.0,Dhaka
2020-02-23,23.1,65.37,0.02,Dhaka
2020-02-24,23.36,61.96,0.12,Dhaka
2020-02-25,21.14,70.69,1.45,Dhaka
2020-02-26,21.75,69.63,0.66,Dhaka
2020-02-27,21.29,70.55,0.34,Dhaka
2020-02-28,21.19,63.46,0.0,Dhaka
2020-02-29,22.13,60.53,0.0,Dhaka
2020-03-01,22.98,61.14,0.0,Dhaka
2020-03-02,23.92,56.4,0.65,Dhaka
2020-03-03,24.25,61.38,9.76,Dhaka
2020-03-04,23.45,71.02,20.03,Dhaka
2020-03-05,23.73,70.7,6.31,Dhaka
2020-03-06,23.56,72.55,13.9,Dhaka
2020-03-07,22.77,79.2,7.49,Dhaka
2020-03-08,24.22,73.12,1.93,Dhaka
2020-03-09,23.01,60.13,0.0,Dhaka
2020-03-10,23.32,50.93,0.05,Dhaka
2020-03-11,23.82,55.73,0.0,Dhaka
2020-03-12,25.3,60.29,0.0,Dhaka
2020-03-13,25.82,62.69,0.0,Dhaka
2020-03-14,24.82,64.92,0.03,Dhaka
2020-03-15,23.4,64.74,0.08,Dhaka
2020-03-16,24.49,63.28,0.0,Dhaka
2020-03-17,24.4,58.75,0.0,Dhaka
2020-03-18,25.06,53.33,0.0,Dhaka
2020-03-19,25.81,46.28,0.0,Dhaka
2020-03-20,25.14,50.6,0.45,Dhaka
2020-03-21,26.56,46.65,0.06,Dhaka
2020-03-22,25.3,60.69,14.61,Dhaka
2020-03-23,24.62,59.33,0.25,Dhaka
2020-03-24,25.9,53.53,0.64,Dhaka
2020-03-25,26.62,51.02,0.07,Dhaka
2020-03-26,27.71,50.55,0.0,Dhaka
2020-03-27,28.53,50.2,0.0,Dhaka
2020-03-28,29.24,52.29,0.0,Dhaka
2020-03-29,28.95,50.12,0.0,Dhaka
2020-03-30,28.58,39.64,0.0,Dhaka
2020-03-31,28.39,37.46,0.0,Dhaka
2020-04-01,29.29,38.52,0.0,Dhaka
2020-04-02,29.63,56.7,0.09,Dhaka
2020-04-03,29.64,60.66,3.37,Dhaka
2020-04-04,28.9,60.41,3.42,Dhaka
2020-04-05,28.91,60.1,1.8,Dhaka
2020-04-06,28.3,52.22,0.98,Dhaka
2020-04-07,28.84,52.93,1.0,Dhaka
2020-04-08,30.32,56.32,0.03,Dhaka
2020-04-09,29.58,58.62,0.06,Dhaka
2020-04-10,29.86,51.9,0.0,Dhaka
2020-04-11,29.94,56.13,4.93,Dhaka
2020-04-12,28.44,53.67,2.0,Dhaka
2020-04-13,28.78,57.05,10.49,Dhaka
2020-04-14,30.3,57.43,0.88,Dhaka
2020-04-15,29.24,67.23,27.06,Dhaka
2020-04-16,28.26,68.19,7.78,Dhaka
2020-04-17,29.26,69.96,13.92,Dhaka
2020-04-18,28.85,76.0,9.34,Dhaka
2020-04-19,29.19,73.21,7.41,Dhaka
2020-04-20,28.66,74.17,11.79,Dhaka
2020-04-21,26.59,78.57,16.44,Dhaka
2020-04-22,26.13,74.32,4.11,Dhaka
2020-04-23,27.17,74.56,9.66,Dhaka
2020-04-24,26.16,80.7,29.42,Dhaka
2020-04-25,26.46,79.84,12.6,Dhaka
2020-04-26,26.06,84.8,12.61,Dhaka
2020-04-27,25.47,83.91,11.37,Dhaka
2020-04-28,25.78,83.75,29.82,Dhaka
2020-04-29,25.83,83.32,11.58,Dhaka
2020-04-30,26.9,79.94,8.64,Dhaka
2020-05-01,27.15,79.48,16.8,Dhaka
2020-05-02,27.11,80.23,13.23,Dhaka
2020-05-03,26.98,82.84,14.79,Dhaka
2020-05-04,28.13,77.38,5.24,Dhaka
2020-05-05,29.05,78.62,5.95,Dhaka
2020-05-06,28.26,77.34,51.46,Dhaka
2020-05-07,27.92,74.56,9.6,Dhaka
2020-05-08,27.82,74.44,7.09,Dhaka
2020-05-09,28.46,77.43,21.94,Dhaka
2020-05-10,29.55,74.22,9.08,Dhaka
2020-05-11,29.57,72.81,5.16,Dhaka
2020-05-12,29.55,72.32,2.6,Dhaka
2020-05-13,28.46,80.86,0.39,Dhaka
2020-05-14,28.77,82.06,12.41,Dhaka
2020-05-15,28.84,82.97,17.6,Dhaka
2020-05-16,29.13,83.84,14.98,Dhaka
2020-05-17,29.37,81.81,29.53,Dhaka
2020-05-18,29.5,82.31,0.73,Dhaka
2020-05-19,27.96,80.23,5.07,Dhaka
2020-05-20,26.8,86.21,40.56,Dhaka
2020-05-21,26.91,87.86,80.32,Dhaka
2020-05-22,28.45,82.0,5.2,Dhaka
2020-05-23,29.22,84.3,0.88,Dhaka
2020-05-24,29.26,86.7,21.89,Dhaka
2020-05-25,29.29,86.89,15.62,Dhaka
2020-05-26,28.83,86.6,16.06,Dhaka
2020-05-27,28.27,89.68,63.98,Dhaka
2020-05-28,27.77,86.42,20.27,Dhaka
2020-05-29,28.0,85.69,19.51,Dhaka
2020-05-30,28.53,86.44,16.0,Dhaka
2020-05-31,28.62,84.14,6.47,Dhaka
2020-06-01,28.41,87.91,4.15,Dhaka
2020-06-02,28.3,89.48,7.41,Dhaka
2020-06-03,28.09,88.86,6.82,Dhaka
2020-06-04,28.51,88.51,27.29,Dhaka
2020-06-05,28.05,91.31,17.55,Dhaka
2020-06-06,28.08,91.49,14.03,Dhaka
2020-06-07,28.99,85.49,10.73,Dhaka
2020-06-08,28.6,87.88,16.39,Dhaka
2020-06-09,29.16,85.74,9.08,Dhaka
2020-06-10,28.47,90.32,17.21,Dhaka
2020-06-11,28.02,94.23,12.45,Dhaka
2020-06-12,28.35,91.59,5.79,Dhaka
2020-06-13,28.3,94.87,41.6,Dhaka
2020-06-14,28.4,93.49,8.82,Dhaka
2020-06-15,28.79,92.71,14.86,Dhaka
2020-06-16,28.68,89.7,15.77,Dhaka
2020-06-17,27.98,93.71,28.46,Dhaka
2020-06-18,28.3,92.29,14.47,Dhaka
2020-06-19,28.8,90.08,21.12,Dhaka
2020-06-20,28.77,90.78,21.63,Dhaka
2020-06-21,28.4,90.98,7.58,Dhaka
2020-06-22,28.37,90.02,3.26,Dhaka
2020-06-23,29.06,88.91,3.13,Dhaka
2020-06-24,29.2,88.46,4.0,Dhaka
2020-06-25,28.83,90.73,2.97,Dhaka
2020-06-26,28.37,93.07,8.48,Dhaka
2020-06-27,28.56,89.76,16.95,Dhaka
2020-06-28,28.19,90.18,7.1,Dhaka
2020-06-29,28.67,86.46,8.08,Dhaka
2020-06-30,29.26,86.92,4.62,Dhaka
2020-07-01,28.67,89.71,2.45,Dhaka
2020-07-02,28.67,91.34,4.11,Dhaka
2020-07-03,29.15,87.89,2.89,Dhaka
2020-07-04,29.03,89.04,13.62,Dhaka
2020-07-05,28.52,91.15,5.36,Dhaka
2020-07-06,28.79,91.34,7.06,Dhaka
2020-07-07,29.17,90.41,6.85,Dhaka
2020-07-08,29.01,89.55,4.5,Dhaka
2020-07-09,28.78,92.07,29.51,Dhaka
2020-07-10,28.98,91.24,17.56,Dhaka
2020-07-11,28.13,93.3,31.08,Dhaka
2020-07-12,28.37,91.39,27.63,Dhaka
2020-07-13,29.13,88.67,7.93,Dhaka
2020-07-14,28.29,90.73,18.18,Dhaka
2020-07-15,28.9,88.58,4.04,Dhaka
2020-07-16,28.98,87.39,2.35,Dhaka
2020-07-17,29.12,87.91,2.54,Dhaka
2020-07-18,28.48,91.49,6.4,Dhaka
2020-07-19,28.78,90.45,21.86,Dhaka
2020-07-20,27.95,94.11,38.08,Dhaka
2020-07-21,27.74,94.9,45.56,Dhaka
2020-07-22,27.59,92.05,34.24,Dhaka
2020-07-23,28.02,90.59,19.79,Dhaka
2020-07-24,28.07,91.58,7.84,Dhaka
2020-07-25,28.51,88.57,1.87,Dhaka
2020-07-26,29.43,86.44,1.6,Dhaka
2020-07-27,28.4,91.96,11.35,Dhaka
2020-07-28,28.58,89.2,19.38,Dhaka
2020-07-29,28.75,89.43,23.95,Dhaka
2020-07-30,28.68,89.2,2.17,Dhaka
2020-07-31,29.08,87.96,4.5,Dhaka
2020-08-01,29.77,86.65,5.2,Dhaka
2020-08-02,29.2,88.6,8.21,Dhaka
2020-08-03,30.88,80.53,8.05,Dhaka
2020-08-04,29.52,87.77,17.06,Dhaka
2020-08-05,28.72,90.13,11.71,Dhaka
2020-08-06,28.01,92.66,4.88,Dhaka
2020-08-07,29.02,89.25,8.14,Dhaka
2020-08-08,29.14,89.02,2.08,Dhaka
2020-08-09,28.66,90.91,2.73,Dhaka
2020-08-10,29.04,89.84,2.05,Dhaka
2020-08-11,28.98,90.6,13.02,Dhaka
2020-08-12,29.53,88.94,14.66,Dhaka
2020-08-13,29.27,88.37,4.29,Dhaka
2020-08-14,29.16,88.02,3.07,Dhaka
2020-08-15,28.01,90.24,13.68,Dhaka
2020-08-16,28.0,92.5,9.41,Dhaka
2020-08-17,28.32,90.79,14.58,Dhaka
2020-08-18,28.55,89.45,5.17,Dhaka
2020-08-19,27.86,91.35,5.43,Dhaka
2020-08-20,26.86,93.15,17.66,Dhaka
2020-08-21,27.03,92.81,12.6,Dhaka
2020-08-22,27.21,92.02,25.4,Dhaka
2020-08-23,28.13,88.74,8.63,Dhaka
2020-08-24,28.71,87.5,10.51,Dhaka
2020-08-25,28.05,91.98,5.91,Dhaka
2020-08-26,27.68,90.48,2.79,Dhaka
2020-08-27,27.68,91.61,11.29,Dhaka
2020-08-28,28.28,88.6,11.4,Dhaka
2020-08-29,28.71,87.93,5.72,Dhaka
2020-08-30,28.93,88.71,4.26,Dhaka
2020-08-31,28.75,89.07,10.82,Dhaka
2020-09-01,27.95,91.81,23.27,Dhaka
2020-09-02,28.26,88.02,21.46,Dhaka
2020-09-03,28.76,85.51,8.15,Dhaka
2020-09-04,29.29,85.0,8.23,Dhaka
2020-09-05,29.23,86.54,0.12,Dhaka
2020-09-06,28.73,89.9,2.0,Dhaka
2020-09-07,28.51,90.16,6.39,Dhaka
2020-09-08,28.36,89.01,10.42,Dhaka
2020-09-09,28.64,88.73,4.48,Dhaka
2020-09-10,28.5,88.88,18.01,Dhaka
2020-09-11,28.51,88.76,15.02,Dhaka
2020-09-12,28.45,89.88,12.2,Dhaka
2020-09-13,28.2,91.35,20.23,Dhaka
2020-09-14,28.28,89.73,5.01,Dhaka
2020-09-15,28.22,90.43,8.05,Dhaka
2020-09-16,28.0,91.7,2.11,Dhaka
2020-09-17,28.17,91.87,12.21,Dhaka
2020-09-18,29.28,84.06,1.83,Dhaka
2020-09-19,29.15,87.53,7.7,Dhaka
2020-09-20,29.42,89.16,2.74,Dhaka
2020-09-21,28.49,91.57,14.58,Dhaka
2020-09-22,28.06,93.83,16.91,Dhaka
2020-09-23,27.79,94.7,18.01,Dhaka
2020-09-24,27.56,94.64,13.99,Dhaka
2020-09-25,27.67,94.45,33.48,Dhaka
2020-09-26,27.5,94.83,39.18,Dhaka
2020-09-27,27.7,90.73,4.02,Dhaka
2020-09-28,28.29,87.83,1.03,Dhaka
2020-09-29,28.77,84.79,0.16,Dhaka
2020-09-30,28.58,85.74,1.03,Dhaka
2020-10-01,27.8,90.61,27.92,Dhaka
2020-10-02,27.66,90.77,28.92,Dhaka
2020-10-03,28.38,88.54,8.57,Dhaka
2020-10-04,27.96,89.81,7.92,Dhaka
2020-10-05,27.52,91.39,20.48,Dhaka
2020-10-06,26.92,90.85,53.6,Dhaka
2020-10-07,27.28,88.97,16.95,Dhaka
2020-10-08,28.61,83.92,22.96,Dhaka
2020-10-09,29.2,83.55,0.33,Dhaka
2020-10-10,29.37,82.9,0.06,Dhaka
2020-10-11,29.28,82.68,3.41,Dhaka
2020-10-12,29.29,80.06,7.55,Dhaka
2020-10-13,29.67,79.22,6.22,Dhaka
2020-10-14,29.61,80.24,4.29,Dhaka
2020-10-15,29.76,78.71,1.0,Dhaka
2020-10-16,29.59,79.35,2.08,Dhaka
2020-10-17,28.9,83.51,0.21,Dhaka
2020-10-18,28.78,82.82,0.23,Dhaka
2020-10-19,28.66,80.37,0.3,Dhaka
2020-10-20,27.91,82.42,1.62,Dhaka
2020-10-21,26.66,92.83,19.33,Dhaka
2020-10-22,25.5,95.28,55.2,Dhaka
2020-10-23,25.19,94.81,98.61,Dhaka
2020-10-24,25.86,91.86,3.1,Dhaka
2020-10-25,26.3,85.93,2.41,Dhaka
2020-10-26,26.69,83.31,1.45,Dhaka
2020-10-27,25.73,84.06,0.0,Dhaka
2020-10-28,25.82,85.86,0.0,Dhaka
2020-10-29,27.05,84.07,0.2,Dhaka
2020-10-30,27.55,87.15,0.61,Dhaka
2020-10-31,26.09,93.75,12.92,Dhaka
2020-11-01,25.52,88.91,14.49,Dhaka
2020-11-02,26.8,81.88,8.01,Dhaka
2020-11-03,27.01,81.73,1.92,Dhaka
2020-11-04,23.72,78.01,0.11,Dhaka
2020-11-05,23.13,65.72,0.0,Dhaka
2020-11-06,21.25,71.72,0.0,Dhaka
2020-11-07,21.54,79.22,0.0,Dhaka
2020-11-08,23.12,78.29,0.0,Dhaka
2020-11-09,24.34,77.61,0.0,Dhaka
2020-11-10,23.9,81.62,0.0,Dhaka
2020-11-11,23.66,80.24,0.0,Dhaka
2020-11-12,24.03,80.42,0.0,Dhaka
2020-11-13,24.23,85.86,0.0,Dhaka
2020-11-14,23.44,87.09,0.0,Dhaka
2020-11-15,23.09,85.09,0.0,Dhaka
2020-11-16,23.62,84.35,0.0,Dhaka
2020-11-17,23.46,84.2,0.0,Dhaka
2020-11-18,23.23,76.99,0.0,Dhaka
2020-11-19,22.9,76.92,0.0,Dhaka
2020-11-20,23.13,84.47,2.06,Dhaka
2020-11-21,23.17,86.58,7.96,Dhaka
2020-11-22,20.81,74.93,1.5,Dhaka
2020-11-23,17.99,76.01,0.13,Dhaka
2020-11-24,19.17,81.28,0.0,Dhaka
2020-11-25,20.01,82.88,0.0,Dhaka
2020-11-26,20.11,86.75,0.0,Dhaka
2020-11-27,20.58,87.34,0.0,Dhaka
2020-11-28,20.43,87.76,0.0,Dhaka
2020-11-29,19.64,86.69,0.0,Dhaka
2020-11-30,19.7,83.49,0.0,Dhaka
2020-12-01,20.49,83.14,0.0,Dhaka
2020-12-02,20.88,81.25,0.0,Dhaka
2020-12-03,21.06,78.13,0.0,Dhaka
2020-12-04,20.39,77.39,0.0,Dhaka
2020-12-05,20.18,76.83,0.0,Dhaka
2020-12-06,20.59,77.23,0.0,Dhaka
2020-12-07,19.99,82.76,0.0,Dhaka
2020-12-08,19.33,86.47,0.0,Dhaka
2020-12-09,19.95,80.9,0.0,Dhaka
2020-12-10,19.81,79.86,0.0,Dhaka
2020-12-11,19.21,79.83,0.02,Dhaka
2020-12-12,18.44,82.26,0.0,Dhaka
2020-12-13,19.61,80.34,0.0,Dhaka
2020-12-14,19.54,81.03,0.0,Dhaka
2020-12-15,18.21,84.75,0.0,Dhaka
2020-12-16,18.66,81.91,0.0,Dhaka
2020-12-17,18.4,83.75,0.0,Dhaka
2020-12-18,16.98,75.25,0.0,Dhaka
2020-12-19,13.9,76.13,0.0,Dhaka
2020-12-20,13.89,83.15,0.0,Dhaka
2020-12-21,16.12,82.55,0.0,Dhaka
2020-12-22,17.14,80.24,0.0,Dhaka
2020-12-23,17.37,81.56,6.14,Dhaka
2020-12-24,17.69,83.36,0.0,Dhaka
2020-12-25,17.03,83.36,0.0,Dhaka
2020-12-26,15.83,80.21,0.0,Dhaka
2020-12-27,15.32,77.29,0.0,Dhaka
2020-12-28,16.25,73.14,0.0,Dhaka
2020-12-29,16.11,73.62,0.0,Dhaka
2020-12-30,15.85,81.27,0.0,Dhaka
2020-12-31,16.38,83.05,0.0,Dhaka
2021-01-01,16.4,81.45,0.0,Dhaka
2021-01-02,16.71,81.65,0.0,Dhaka
2021-01-03,17.5,79.56,0.0,Dhaka
2021-01-04,18.72,79.15,0.0,Dhaka
2021-01-05,19.05,81.44,0.47,Dhaka
2021-01-06,20.08,78.96,0.0,Dhaka
2021-01-07,21.57,72.8,0.0,Dhaka
2021-01-08,20.38,77.63,0.22,Dhaka
2021-01-09,20.14,75.46,0.0,Dhaka
2021-01-10,20.32,77.97,0.0,Dhaka
2021-01-11,20.99,80.71,0.0,Dhaka
2021-01-12,19.09,81.39,0.0,Dhaka
2021-01-13,16.84,73.74,0.0,Dhaka
2021-01-14,15.68,71.18,0.0,Dhaka
2021-01-15,15.45,68.83,2.11,Dhaka
2021-01-16,15.9,69.72,0.0,Dhaka
2021-01-17,15.89,75.69,0.0,Dhaka
2021-01-18,17.02,79.28,0.0,Dhaka
2021-01-19,17.46,76.75,0.0,Dhaka
2021-01-20,18.53,81.97,0.43,Dhaka
2021-01-21,17.78,66.73,0.03,Dhaka
2021-01-22,16.09,70.73,0.1,Dhaka
2021-01-23,16.71,69.27,0.0,Dhaka
2021-01-24,17.46,70.15,0.0,Dhaka
2021-01-25,16.61,74.86,0.0,Dhaka
2021-01-26,16.91,69.34,0.0,Dhaka
2021-01-27,15.71,67.23,0.0,Dhaka
2021-01-28,15.25,67.91,0.0,Dhaka
2021-01-29,16.39,64.22,0.0,Dhaka
2021-01-30,15.79,63.96,0.0,Dhaka
2021-01-31,14.07,58.32,0.0,Dhaka
2021-02-01,14.73,59.38,0.0,Dhaka
2021-02-02,15.0,59.58,0.0,Dhaka
2021-02-03,16.45,61.73,0.0,Dhaka
2021-02-04,17.84,65.96,0.0,Dhaka
2021-02-05,18.87,65.67,0.0,Dhaka
